in_charge,print_number,mvmd_remarks,district,usage,purpose,type,type_detail,make,maintainance,maintainance_remarks,maintainance_end_date,maintenance_mileage,vehicle_class,license,vehicle_model,chassis_number,engine_number,cylinder_capacity,color,body_type,gross_weight,registered_owner,owner_registration_date,manufacture_year,first_registration_date,rearview_mirror,後備匙,spare_key,car_loan,remarks,new_car,gratia_payment_scheme
Adam,,,大欖,各區,工程車,水車,16噸水車(8000升 ),DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C130G1817330,78320608,6690,YELLOW,ROAD SWEEPER,16,偉金建築,2016-10-31,2016,2016-10-31,,Y,Y,,,,
Adam,W566,,大欖,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,,N/A,,,S.P.V.,2,NPR75HJWE-V,JAANPR75HG7101538,4HK1-446953,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2016-11-02,2015,2016-11-02,,Y,Y,,,,
Adam,,,大欖,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,,N/A,,,S.P.V.,2,NPR75KJW-V,JAANPR75KF7106187,4HK1-433811,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2016-11-02,2015,2016-11-02,,Y,Y,,,,
Adam,,,大欖,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,,N/A,,,S.P.V.,2,NPR75KJW-V,JAANPR75KG7101882,4HK1-527400,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2016-11-02,2016,2016-11-02,,Y,Y,,"5/12/2021-維修完成
19/11/2021-捷成維修中(二手車頭)
23/8/2021-車輛仍然待修中,已通知索償組李生暫不續保。
21/12/2020-等待維修中(車頭引擎有問題)",,
Adam,W580,,大欖,各區,工程車,護航車 (TMA),16噸護航車,DONGFENG,,N/A,,,S.P.V.,2,DFH1160B81,LGAX2C130G1817344,78320602,6690,YELLOW,TRAFFIC WARNING SIGN,16,華盛工程,2017-02-16,2016,2016-11-07,,Y,Y,,14/8/2018-車輛交回03HY使用(有交收紙-榮),,
Adam,W589,,大欖,各區,工程車,吸缸車,16噸吸缸車,DONGFENG,,N/A,,,Medium Goods Vehicle,2,DFH1160B81,LGAX2C132G1817345,78320604,6690,YELLOW,GULLY EMPTIER,16,偉金建築,2017-01-06,2016,2017-01-06,,Y,-,,,,
Adam,W511,(後備),大欖,後備,工程車,吸缸車,16噸吸缸車,DONGFENG,,N/A,,,Medium Goods Vehicle,2,DFH1160B81,LGAX2C130H1817684,78381395,6690,YELLOW,GULLY EMPTIER,16,偉金建築,2017-11-07,2017,2017-11-07,,Y,Y,,,,
Adam,,,深西,各區,工程車,橋檢車,30噸橋檢車,DONGFENG,,N/A,,,S.P.V.,2,DFH1300A80,LGAX5D643J8819683,78516073,8880,YELLOW,OTHERS,30,華盛工程,2018-09-21,2018,2018-09-21,,Y,Y,,"22/9/2018-陳建榮到東泰取車,車泊落馬州",,
Adam,,,小濠灣廠,各區,工程車,拖頭,38噸拖頭,HINO,,N/A,,,Medium Goods Vehicle,2,SH1EEKA,JHDSH1EEKXXX10015,E13C-UN10240,12913,WHITE,TRACTOR,38,偉金建築,2020-03-27,2007,2007-04-12,,-,,,8/4/2020-車交小濠灣廠,新二手車,
Adam,,,大欖,各區,工程車,橋檢車,38噸橋檢車,SINOTRUK,,,,,S.P.V.,2,ZZ3387V32KHE1R,LZZ1EXVB8JW354517,180617203357,10518,YELLOW,OTHERS,38,偉金建築,2019-10-28,2018,2019-10-28,,-,Y,,"28/10/2019-牌簿傳真至MVMD
23/10/2019-車輛交往港珠澳",,
Adam,,,大欖,各區,工程車,水缸車,30噸水缸車(18000升),SINOTRUK,,,,,Heavy Goods Vehicle,2,ZZ1317V326HE1R,LZZ1EXVB3FW118817,151117203017,10518,YELLOW,TANKER,30,偉金建築,2019-11-06,2015,2019-11-06,,-,Y,,18/11/2019-車在偉金新田場,,
Adam,W175,,港珠澳,謝德光,員工車,私家車,5座位私家車,TOYOTA,,,,,Private Car,2,RACTIS,NCP100-2016700,1NZ-D724894,1496,YELLOW,STATION WAGGON,,偉金建築,2019-12-04,2010,2019-12-04,,-,,,"17/11/2020 1500-交03HY使用(使用人-黃鉦皓), 收回PU8475
25/2/2020-交回車輛泊山塘備用
21/1/2020-借DC201901TM偉通使用(頂PD3360劏車)(有簽收紙)。",,
Adam,,,大欖,各區,工程車,貨車,16噸密斗尾板,SINOTRUK,,,,,Medium Goods Vehicle,2,ZZ1167M601GE1,LZZ1BBMG7EW869801,140707804337,6871,YELLOW,PANTECHNICON(TL),16,偉金建築,2021-02-02,2015,2021-02-02,,-,Y,,"5/2/2021-03HY到山塘取車
5/2/2021-合德交車到山塘
3/2/2021-車到山塘裝GPS後回合德跟進問題",,
Adam,,,大欖,結構,工程車,客貨車,客貨車,NISSAN,,N/A,,,Light Goods Vehicle,2,NV350 URVAN 2.5L DIESEL A/T HALF PANEL VAN (LGV) STD,JN1MC2E26Z0005509,YD25-385362A,2488,WHITE,VAN,3.3,偉金建築,2016-04-21,2015,2016-04-21,Y,-,Y,,19/4/2021-將TZ4483 turbo渦輪增壓系統裝配至UB3440 (MVMDAL-21-04-189),,
Adam,,"由0315暫借。
待新車返",大欖,各區,合約車,農夫車,農夫車(燈車),ISUZU,,N/A,,,S.P.V.,2,TFR86JD-V,MPATFR86JFT003968,4JK1-NG1182,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-05-20,2015,2016-05-20,Y,-,Y,,,,
Adam,,待報銷(不轉名)-己準備報廢,深西,各區,合約車,四驅車,四驅車,"MITSUBISHI
(Pajero)",,N/A,,,Private Car,2,PAJERO 3.0 5AT,V93W-0900227,6G72-YK3752,2972,YELLOW,STATION WAGGON,,中國路橋,2016-05-19,2016,2016-05-19,N,-,Y,,,,
Adam,,待報銷(不轉名)-己準備報廢,大欖,各區,合約車,四驅車,四驅車Pajero,"MITSUBISHI
(Pajero)",,N/A,,,Private Car,2,PAJERO 3.0 5AT,V93W-0900228,6G72-YK6206,2972,YELLOW,STATION WAGGON,,中國路橋,2016-05-19,2016,2016-05-19,N,-,Y,,"3/9 機械部,暫借08HY作合約車替代車,18/8/2022 開會, Adam決定此車屬機械部HYD 備用. 20/7/2022 地盤通知VF6741壞波箱,用舊合約車UC4731由08HY 轉去05HY2020 (Adam已批)",,
Adam,,"由0315暫借。
待新車返",深西,各區,合約車,農夫車,農夫車(燈車),ISUZU,,N/A,,,S.P.V.,2,TFR86JD-V,MPATFR86JFT004527,4JK1-NT5345,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-05-20,2015,2016-05-20,Y,-,Y,,,,
Adam,,待報銷(不轉名)-己準備報廢,各區,各區,合約車,四驅車,四驅車Pajero,"MITSUBISHI
(Pajero)",,N/A,,,Private Car,2,PAJERO 3.0 5AT,V93W-0900230,6G72-YK4551,2972,YELLOW,STATION WAGGON,,中國路橋,2016-05-19,2016,2016-05-19,N,-,Y,,26/8 榮通知待報廢(等Adam確認)-此車水箱漏水情況,,
Adam,,機械部暫借07HY,大埔,結構/防疫/工程,員工車,私家車,7座位私家車,MAZDA,,N/A,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123573,PE10329793,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,20/10/2022 MVMD交暫借文件申請給老闆簽名. 1/8/2022 資產轉移 由08HY 轉去07HY2021,,
Adam,,,深西,葉啟華,員工車,私家車,7座位私家車,MAZDA,,N/A,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123478,PE10322428,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,,,
Adam,,,大欖,LU 6隊,員工車,私家車,7座位私家車,MAZDA,,N/A,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123582,PE10330415,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,13-10-2022 資產轉移 由MVMD 轉去08HY2021,,
Adam,,,大欖,斜坡,員工車,私家車,7座位私家車,MAZDA,,N/A,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123570,PE10329573,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,,,
Adam,,機械部暫借07H,大埔,結構/防疫/工程,員工車,私家車,7座位私家車,MAZDA,,N/A,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123559,PE10328927,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,20/10/2022 MVMD交暫借文件申請給老闆簽名. 1/8/2022 資產轉移 由08HY 轉去07HY2021,,
Adam,,機械部暫借WCCLRS刨鋪第三組8月11日,大埔,刨鋪,員工車,私家車,7座位私家車,MAZDA,,N/A,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123499,PE10324124,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,1/8/2022 資產轉移 由08HY 轉去07HY2021,,
Adam,,-己準備報廢 (電車一換一計劃),大欖,安全部,員工車,私家車,7座位私家車,MAZDA,,,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123465,PE10321241,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,N,-,Y,,"1/6 機械部通知轉去WCCLAD, 已收資產轉移",,
Adam,,"由0315暫借。
待新車返",大欖,各區,合約車,農夫車,農夫車(燈車),ISUZU,,,,,S.P.V.,2,TFR86JD-V,MPATFR86JGT001834,4JK1-NY8490,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-05-20,2016,2016-05-20,Y,-,Y,,,,
Adam,,機械部暫借07HY,大埔,防疫,合約車,私家車,7座位私家車,MAZDA,,,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071G0123564,PE10329267,1998,YELLOW,STATION WAGGON,,冠毅工程,2016-05-31,2016,2016-05-31,Y,-,Y,,"1/4/2023 資產轉移 , 由WCCLAD 轉給08HY2021 1/Feb 防疫隊轉交路政MVMD,泊回康樂園 20/10/2022 MVMD交暫借文件申請給老闆簽名. 1/8/2022 資產轉移 由08HY 轉去07HY2021",,
Adam,,"由0315暫借。
待新車返",大欖,各區,合約車,農夫車,農夫車(燈車),ISUZU,,,,,S.P.V.,2,TFR86JD-V,MPATFR86JGT001835,4JK1-NY8489,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-05-20,2016,2016-05-20,Y,-,Y,,,,
Adam,,"由0315暫借。
待新車返",大欖,各區,合約車,農夫車,農夫車(燈車),ISUZU,,,,,S.P.V.,2,TFR86JD-V,MPATFR86JGT001290,4JK1-NV5016,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-05-20,2015,2016-05-20,Y,-,Y,,,,
Adam,,"由0315暫借。
待新車返",大欖,各區,合約車,農夫車,農夫車(燈車),ISUZU,,,,,S.P.V.,2,TFR86JD-V,MPATFR86JGT003344,4JK1-PG9659,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-08-29,2016,2016-08-29,Y,-,Y,,,,
Adam,,"機械部,拆零件,泊落馬洲--己準備報廢",大欖,各區,合約車,農夫車,農夫車(燈車),ISUZU,,,,,S.P.V.,2,TFR86JD-V,MPATFR86JGT003345,4JK1-PG9608,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,冠毅工程,2016-08-29,2016,2016-08-29,Y,-,Y,,,,
Adam,,,港珠,各區,合約車,私家車,7座位私家車,MAZDA,,,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071H0127821,PE10573424,1998,YELLOW,STATION WAGGON,,冠毅工程,2018-01-11,2017,2018-01-11,,-,Y,,5/9 暫代農夫車,,
Adam,,機械部暫借07HY,區清潔,防疫,工程車,私家車,7座位私家車,MAZDA,,,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071H0127979,PE10577251,1998,YELLOW,STATION WAGGON,,冠毅工程,2018-12-31,2018,2018-12-31,,-,Y,,20/10/2022 MVMD交暫借文件申請給老闆簽名.,,
Adam,,(HYD備用)機械部暫借08HY合約車,港珠,各區,合約車,四驅車,四驅車,"MITSUBISHI
(Delica)",,"森那美
3年 / 10萬 公里",,,Private Car,2,DELICA 7S,CV5W-1200957,4B12-XX7589,2359,YELLOW,STATION WAGGON,,冠毅工程,2019-03-20,2018,2019-03-20,,-,Y,,,,
Adam,,,大欖,結構,員工車,私家車,7座位私家車,MAZDA,,,,,Private Car,2,MAZDA5 2.0 HIGHER VERSION,JM6CW1071H0126126,PE10520178,1998,YELLOW,STATION WAGGON,,冠毅工程,2017-09-28,2017,2017-09-28,,-,Y,,,,
Adam,,30/12/2021-此車4區平均扣數--己準備報廢,各區,各區,員工車,私家車,5座位私家車(GOLF),VOLKSWAGEN,,,,,Private Car,2,POLO GTI 1.8T 4DR,WVWZZZ9NZ6Y187938,BJX006086,1781,BLACK,SALOON,,偉金建築,2021-12-23,2006,2006-12-13,,-,,,30/12/2021-此車4區平均扣數。,,
Adam,W541,,馬料水,吐露二期,工程車,護航車 (TMA),16噸護航車,MITSUBISHI,新記包保養,,,,S.P.V.,2,FM657LSRDAB,FM657L-B00152,6D16-934870,7545,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2010-06-21,1999,2000-01-04,Y,Y,-,,,,
Adam,W286,,馬料水,各區,工程車,燈車,5.5噸龍板車,ISUZU,,,,,S.P.V.,2,NRP58L,JAANPR58LN-7103411,4BE1-289161,3636,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,1992,1992-06-16,N,N,-,,,,
Adam,W520,,馬料水,外賣車,工程車,燈車,5.5噸燈車,ISUZU,,,,,S.P.V.,2,NPR66P-6KH,JAANPR66PR-7100074,4HF1-127690,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,1994,1994-04-28,N,Y,-,,,,
Adam,W502,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,,,,,S.P.V.,2,NPR66L-6KH,JAANPR66LP-7102394,4HF1-255516,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-10,1994,1994-05-12,N,N,-,,,,
Adam,W503,,馬料水,各區,工程車,燈車,5.5噸燈車,ISUZU,,,,,S.P.V.,2,NPR66L-6KH,JAANPR66LN-7100846,4HF1-187848,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,1992,1992-09-25,N,N,Y,,"26/8/2022 榮通知不維修待報廢, 待老闆確認",,
Adam,W521,,馬料水,各區,工程車,燈車,5.5噸龍板車(孖屋),ISUZU,新記包保養,,,,S.P.V.,2,NPR66LW-RPV,JAANPR66LS-7101395,4HF1-260039,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-01-13,1995,1995-06-26,N,N,-,,,,
Adam,W522,,馬料水,各區,工程車,燈車,5.5噸龍板車,ISUZU,,,,,S.P.V.,2,NPR66P-RPV,JAANPR66PS-7100575,4HF1-253260,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,1995,1995-09-13,,N,-,,,,
Adam,W523,,馬料水,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,,,,,S.P.V.,2,NPR66L-RPV(W),JAANPR66LS-7103188,4HF1-177196,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-03-17,1995,1995-11-16,N,Y,Y,,"24/6/2019-安裝前後CAM錄影系統 ($11000 創天)。
11/3/2019-按2019-02月扣數確認表通知""由2019.03.18開始車輛交往-05HY2018使用""
28/2/2019-GP4585暫借03HY(Formula E中環賽道使用)",,
Adam,W055,,馬料水,各區,工程車,燈車,5.5噸龍板車,ISUZU,新記包保養,,,,S.P.V.,2,NPR66P-RPV,JAANPR66PT-7101394,4HF1-390491,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-07-09,1996,1996-07-04,,N,Y,,,,
Adam,W504,,馬料水,吐露二期,工程車,燈車,5.5噸燈車(孖屋),ISUZU,新記包保養,,,,S.P.V.,2,NPR66L-RPV(W),JAANPR66LT-7103064,4HF1-744546,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,1996,1996-08-08,N,N,-,,"11/3/2019-按2019-02月扣數確認表通知""由2019.03.18開始車輛交往-05HY2018使用""
25/2/2019-GW2661暫借03HY(Formula E中環賽道使用)",,
Adam,W527,待報廢,馬料水,各區,工程車,水車,14噸水車(8000升),ISUZU,"取消包保(12/2021)
新記包保養",,,,S.P.V.,2,FTR32N,JALFTR32NP-3000021,6HE1-694746,7127,YELLOW,MOBILE WASHING UNIT,13.98,偉金建築,2009-04-27,1993,1993-02-23,N,Y,-,,"26/8/2022 榮通知此車待報廢, 待老闆確認,車放山塘, 20/4/2021 榮通知此車停用,無須續牌費 (車陣,水缸霉爛)-車放山塘",,
Adam,W528,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23P,JALFVR23PX-300007,6SD1-733313,9839,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2009-01-13,1999,1999-04-20,Y,N,-,,"25/10/2018-安裝惠誠前後車CAM連硬盤($3,400)。",,
Adam,W252,,馬料水,各區,工程車,升降台,10噸車24 米升降台,MITSUBISHI,,,,,S.P.V.,2,FH211HSJRDAA,FH211H-A00363,6D34-074679,5861,YELLOW,AERIAL PLATFORM,10,華盛工程,2009-09-17,2000,2000-03-29,N,N,-,,22/7/2019-車輛拖往康樂園擺放,,
Adam,W253,,馬料水,各區,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR66L-RPV,JAANPR66LS-7103675,4HF1-319551,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,1995,1995-08-08,N,N,Y,,,,
Adam,W508,,馬料水,各區,工程車,水車,14噸水車(6000升),MITSUBISHI,新記包保養,,,,S.P.V.,2,FM617JSHRDAB,FM617J-B00071,6D16-947174,7545,YELLOW,MOBILE WASHING UNIT,14.03,偉金建築,2010-04-29,2001,2001-11-01,,N,-,,22/10/2018-威哥信息:水機損壞,,
Adam,W510,,馬料水,吐露二期,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23P,JALFVR23PV-3000235,6SD1-731271,9839,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2010-06-21,1997,1997-09-30,Y,N,Y,,,,
Adam,W255,,馬料水,吐露二期,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23PR-6S,JALFVR23P57000031,6SD1-133627,9839,YELLOW,TRAFFIC WARNING SIGN,16,華盛工程,2009-09-09,2005,2005-04-11,Y,Y,-,,"11/3/2019-按2019-02月扣數確認表通知""由2019.03.25開始車輛交往-05HY2018使用""",,
Adam,W335,,馬料水,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,新記包保養,,,,S.P.V.,2,NPR70LU-5JWM-D,JAANPR70L57100166,4HE1-758087,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-09,2005,2005-04-11,N,Y,Y,,New Engine,,
Adam,W257,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23PR-6S,JALFVR23P57000048,6SD1-135715,9839,YELLOW,TRAFFIC WARNING SIGN,16,華盛工程,2015-06-11,2005,2005-04-15,Y,Y,-,,28/3/2017-安裝防撞系統(前)(Mobileye),,
Adam,W258,,銅鑼灣,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,新記包保養,,,,S.P.V.,2,NPR70LU-5JWM-D,JAANPR70L57100160,4HE1-194920,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-17,2005,2005-04-12,N,Y,-,,,,
Adam,W512,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR70LU-5JM-D,JAANPR70L57100071,4HE1-166257,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,華盛工程,2009-09-17,2005,2005-04-13,N,N,-,,,,
Adam,W259,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23PR-6S,JALFVR23P57000030,6SD1-133613,9839,YELLOW,TRAFFIC WARNING SIGN,16,華盛工程,2009-09-17,2005,2005-04-11,Y,N,-,,"31/10/2018-安裝惠誠前後車CAM連硬盤($3,400)。
28/3/2017-安裝防撞系統(前)(Mobileye)",,
Adam,W260,05HY2018長借給 NE201705 用,馬料水,各區,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR70LU-5JM-D,JAANPR70L57100072,4HE1-166647,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-09-17,2005,2005-04-13,N,N,Y,,"26/8/2022 05HY2018 長借給 NE201705 , 數身家歸05HY2018 , 2/4/2022 由華盛過戶至偉金",,
Adam,W261,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23PR-6S,JALFVR23P57000028,6SD1-133554,9839,YELLOW,TRAFFIC WARNING SIGN,16,華盛工程,2009-09-17,2005,2005-04-19,Y,Y,-,,"11/3/2019-按2019-02月扣數確認表通知""由2019.03.25開始車輛交往-05HY2018使用""",,
Adam,W393,,馬料水,RI,員工車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFS54HDR,MPATFS54H4H534030,4JAI-137997,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,華盛工程,2005-05-04,2004,2005-05-03,N,N,-,,,,
Adam,W394,,馬料水,陳子強,員工車,農夫車,農夫車(燈車),ISUZU,新記包保養,,,,S.P.V.,2,TFS54HDR,MPATFS54H4H533929,4JAI-137955,2499,YELLOW,TRAFFIC WARNING SIGN,2.9,華盛工程,2005-05-04,2004,2005-05-03,N,Y,Y (杏仁餅),,,,
Adam,W673,,馬料水,LU 6隊,員工車,私家車,5座位私家車,TOYOTA,新記包保養,,,,Private Car,2,NCP20RCHSNKW,JTDKW223500369768,2NZ-3589230,1299,YELLOW,SALOON,,華盛工程,2009-09-17,2005,2005-07-08,N,-,-,,"由14/2/2018起替UE5386交通意外報銷車輛巡路,要加大油額(余喜龍通知)",,
Adam,W564,05HY2018長借給 NE201705 用,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR70L-RPV,JAANPR70L17100137,4HE1-777036,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-05-19,2001,2001-02-28,,Y,Y,,"26/8/2022 05HY2018 長借給 NE201705 , 數身家歸05HY2018 ,11/3/2019-按2019-02月扣數確認表通知""由2019.03.18開始車輛交往-05HY2018使用""
25/2/2019-MT3060暫借03HY(Formula E中環賽道使用)",,
Adam,W266,,馬料水,陳泰文,工程車,燈車,5.5噸燈車(細水),ISUZU,新記包保養,,,,S.P.V.,2,NPR66P-RPV,JAANPR66PS-7101461,4HF1-317965,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-09-09,1995,1995-11-22,N,N,Y,,17/3/2018-update 車種(余喜龍通知),,
Adam,W514,,馬料水,吐露二期,工程車,燈車,5.5噸燈車(細水),ISUZU,新記包保養,,,,S.P.V.,2,NPR66L-RPV,JAANPR66LV-7100565,4HF1-427264,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-08-19,1997,1997-03-24,Y,N,-,,24/6/2019-安裝前後CAM錄影系統 ($11000 創天)。,,
Adam,W267,,馬料水,各區,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR66P-RPV,JAANPR66PV-7100261,4HF1-437228,4334,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-09-24,1996,1996-11-25,N,N,Y,,,,
Adam,W269,,馬料水,各區,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR70P-RPV,JAANPR70PY7100808,4HE1-769848,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-03-17,2000,2000-11-10,Y,Y,-,,,,
Adam,W270,,馬料水,陳泰文,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR70PU-5J,JAANPR70P27100233,4HE1-861452,4751,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-05-19,2002,2002-03-25,N,N,Y,,,,
Adam,W540,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR23PR-6S,JALFVR23P57000099,6SD1-400674,9839,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2009-01-13,2005,2005-06-28,Y,Y,-,,8/3/2017-安裝防撞系統(前)(Mobileye),,
Adam,W271,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR34QC,JALFVR34787000095,6HK1-468079,7790,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2009-01-14,2008,2009-01-14,Y,N,Y,,"DOA 2021.11.19
22/1/2018-余喜龍通知此車將會安裝行車紀錄,硬盤,主機及鏡頭3個(惠誠)",,
Adam,W515,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR75KH,JAANPR75K87100101,4HK1-606916,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2009-01-14,2008,2009-01-14,Y,N,Y,,,,
Adam,W272,,馬料水,各區,工程車,護航車 (TMA),16噸護航車,ISUZU,新記包保養,,,,S.P.V.,2,FVR34QC,JALFVR34787000091,6HK1-463897,7790,YELLOW,TRAFFIC WARNING SIGN,16,偉金建築,2009-01-14,2008,2009-01-14,Y,Y,Y (美心),,"24/6/2019-安裝前後CAM錄影系統 ($11000 創天)。惠誠車CAM拆除(輝哥保管)。
22/1/2018-余喜龍通知此車於2018年1月初已安裝行車紀錄,硬盤,主機及鏡頭3個(惠誠)
8/3/2017-安裝防撞系統(前)(Mobileye)",,
Adam,W457,,馬料水,陳振褔,員工車,私家車,8座位私家車(NOAH),TOYOTA,,,,,Private Car,2,ZRR70RARXEPFT,JT7X2RB7107001808,3ZR-A521200,1987,YELLOW,STATION WAGGON,,偉金建築,2010-05-28,2010,2010-05-28,N,-,Y (鳳凰卷),,17/3/2021-裝PG4494左右車頭橫塞裝配至PG4375 (MVMDAL-21-03-143),,
Adam,W276,,馬料水,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,新記包保養,,,,S.P.V.,2,NPR75HJW,JAANPR75HA7100772,4HK1-808166,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-06-07,2010,2010-06-07,Y,N,Y,,,,
Adam,W277,,馬料水,各區,工程車,燈車,5.5噸燈車(孖屋),ISUZU,新記包保養,,,,S.P.V.,2,NPR75HJW,JAANPR75HA7100779,4HK1-808901,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-06-07,2010,2010-06-07,Y,N,Y,,,,
Adam,W516,,馬料水,吐露二期,工程車,燈車,5.5噸燈車,ISUZU,新記包保養,,,,S.P.V.,2,NPR75KH,JAANPR75KA7100644,4HK1-806672,5193,YELLOW,TRAFFIC WARNING SIGN,5.5,偉金建築,2010-06-07,2010,2010-06-07,N,N,Y,,,,
